sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Negation,Direct Object,Indirect Object,"""Of"" Object",Adverbial Preposition,Subject,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunctions,Compounds,Adjectival Modifiers,Possesed (owned by noun),Possesive (owner of noun),Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositional Modifiers,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,subject,object,advcl
") ; afternoon classes for girls on dressmaking , writing and composition , geography , bookkeeping , needlework , hygiene , reading and recitation , French , singing , cooking , and swimming ; and evening sessions devoted to the discussion of legal principles and current social issues .","-RRB-/NNP ;/: afternoon/NN classes/NNS for/IN girls/NNS on/IN dressmaking/NN ,/, writing/NN and/CC composition/NN ,/, geography/NN ,/, bookkeeping/NN ,/, needlework/NN ,/, hygiene/NN ,/, reading/NN and/CC recitation/NN ,/, French/JJ ,/, singing/NN ,/, cooking/NN ,/, and/CC swimming/VBG ;/: and/CC evening/NN sessions/NNS devoted/VBN to/TO the/DT discussion/NN of/IN legal/JJ principles/NNS and/CC current/JJ social/JJ issues/NNS ./.","root(ROOT-0, -RRB--1) compound(classes-4, afternoon-3) dep(-RRB--1, classes-4) case(girls-6, for-5) nmod:for(classes-4, girls-6) case(dressmaking-8, on-7) nmod:on(girls-6, dressmaking-8) nmod:on(girls-6, writing-10) conj:and(dressmaking-8, writing-10) cc(dressmaking-8, and-11) nmod:on(girls-6, composition-12) conj:and(dressmaking-8, composition-12) nmod:on(girls-6, geography-14) conj:and(dressmaking-8, geography-14) conj:and(dressmaking-8, bookkeeping-16) conj:and(geography-14, bookkeeping-16) conj:and(dressmaking-8, needlework-18) conj:and(geography-14, needlework-18) conj:and(dressmaking-8, hygiene-20) conj:and(geography-14, hygiene-20) conj:and(dressmaking-8, reading-22) conj:and(geography-14, reading-22) cc(geography-14, and-23) conj:and(dressmaking-8, recitation-24) conj:and(geography-14, recitation-24) amod(cooking-30, French-26) dep(cooking-30, singing-28) nmod:on(girls-6, cooking-30) conj:and(dressmaking-8, cooking-30) cc(dressmaking-8, and-32) nmod:on(girls-6, swimming-33) conj:and(dressmaking-8, swimming-33) cc(classes-4, and-35) compound(sessions-37, evening-36) dep(-RRB--1, sessions-37) conj:and(classes-4, sessions-37) acl(sessions-37, devoted-38) case(discussion-41, to-39) det(discussion-41, the-40) nmod:to(devoted-38, discussion-41) case(principles-44, of-42) amod(principles-44, legal-43) nmod:of(discussion-41, principles-44) cc(principles-44, and-45) amod(issues-48, current-46) amod(issues-48, social-47) nmod:of(discussion-41, issues-48) conj:and(principles-44, issues-48)  ",singing,28,"dep(cooking-30, singing-28) ","and recitation , French , singing , cooking , and swimming",NN,[],,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,,[],[]
"He memorializes a scene of football heroes , torchlight parades , and step singing in the evenings , with an underlying social tension derived from the struggle to be a big man on campus .","He/PRP memorializes/VBZ a/DT scene/NN of/IN football/NN heroes/NNS ,/, torchlight/JJ parades/NNS ,/, and/CC step/NN singing/NN in/IN the/DT evenings/NNS ,/, with/IN an/DT underlying/JJ social/JJ tension/NN derived/VBN from/IN the/DT struggle/NN to/TO be/VB a/DT big/JJ man/NN on/IN campus/NN ./.","nsubj(memorializes-2, He-1) root(ROOT-0, memorializes-2) det(scene-4, a-3) dobj(memorializes-2, scene-4) case(heroes-7, of-5) compound(heroes-7, football-6) nmod:of(scene-4, heroes-7) amod(parades-10, torchlight-9) nmod:of(scene-4, parades-10) conj:and(heroes-7, parades-10) cc(heroes-7, and-12) compound(singing-14, step-13) nmod:of(scene-4, singing-14) conj:and(heroes-7, singing-14) case(evenings-17, in-15) det(evenings-17, the-16) nmod:in(singing-14, evenings-17) case(tension-23, with-19) det(tension-23, an-20) amod(tension-23, underlying-21) amod(tension-23, social-22) nmod:with(memorializes-2, tension-23) acl(tension-23, derived-24) case(struggle-27, from-25) det(struggle-27, the-26) nmod:from(derived-24, struggle-27) mark(man-32, to-28) cop(man-32, be-29) det(man-32, a-30) amod(man-32, big-31) xcomp(derived-24, man-32) case(campus-34, on-33) nmod:on(man-32, campus-34)  ",singing,14,"compound(singing-14, step-13) nmod:in(singing-14, evenings-17) nmod:of(scene-4, singing-14) conj:and(heroes-7, singing-14) ","torchlight parades , and step singing in the evenings , with",NN,[],,,,,[],[],[],[],[],"[('of', 'scene')]",['of'],['scene'],[],[],"[('and', 'heroes')]",['step'],[],[],[],[],[],[],[],,,singular,,[],[]
"Late at night , at a rolltop desk with a gooseneck lamp , he worked away at the elegant nuances of Homer , Plato , and Aristophanes against the backdrop of the drunken singing of collegians on the way back to their dorms from the Nassau Inn .","Late/RB at/IN night/NN ,/, at/IN a/DT rolltop/NN desk/NN with/IN a/DT gooseneck/NN lamp/NN ,/, he/PRP worked/VBD away/RP at/IN the/DT elegant/JJ nuances/NNS of/IN Homer/NNP ,/, Plato/NNP ,/, and/CC Aristophanes/NNP against/IN the/DT backdrop/NN of/IN the/DT drunken/NN singing/NN of/IN collegians/NNS on/IN the/DT way/NN back/RB to/TO their/PRP$ dorms/NNS from/IN the/DT Nassau/NNP Inn/NNP ./.","advmod(worked-15, Late-1) case(night-3, at-2) nmod:at(Late-1, night-3) case(desk-8, at-5) det(desk-8, a-6) compound(desk-8, rolltop-7) nmod:at(worked-15, desk-8) case(lamp-12, with-9) det(lamp-12, a-10) compound(lamp-12, gooseneck-11) nmod:with(desk-8, lamp-12) nsubj(worked-15, he-14) root(ROOT-0, worked-15) compound:prt(worked-15, away-16) case(nuances-20, at-17) det(nuances-20, the-18) amod(nuances-20, elegant-19) nmod:at(worked-15, nuances-20) case(Homer-22, of-21) nmod:of(nuances-20, Homer-22) nmod:of(nuances-20, Plato-24) conj:and(Homer-22, Plato-24) cc(Homer-22, and-26) nmod:of(nuances-20, Aristophanes-27) conj:and(Homer-22, Aristophanes-27) case(backdrop-30, against-28) det(backdrop-30, the-29) nmod:against(worked-15, backdrop-30) case(singing-34, of-31) det(singing-34, the-32) compound(singing-34, drunken-33) nmod:of(backdrop-30, singing-34) case(collegians-36, of-35) nmod:of(singing-34, collegians-36) case(way-39, on-37) det(way-39, the-38) nmod:on(collegians-36, way-39) advmod(way-39, back-40) case(dorms-43, to-41) nmod:poss(dorms-43, their-42) nmod:to(back-40, dorms-43) case(Inn-47, from-44) det(Inn-47, the-45) compound(Inn-47, Nassau-46) nmod:from(worked-15, Inn-47)  ",singing,34,"case(singing-34, of-31) det(singing-34, the-32) compound(singing-34, drunken-33) nmod:of(singing-34, collegians-36) nmod:of(backdrop-30, singing-34) ",the backdrop of the drunken singing of collegians on the way,NN,[],,,,,[],[],['collegians'],[],[],"[('of', 'backdrop')]",['of'],['backdrop'],[],['the'],[],['drunken'],[],[],[],[],['of'],[],[],,,singular,,[],[]
"Inside a subway , riders have a good ride when nothing happens , no crazies singing , no beggars , everyone lost amid the dirt and noise in the safety of their own thoughts .","Inside/IN a/DT subway/NN ,/, riders/NNS have/VBP a/DT good/JJ ride/NN when/WRB nothing/NN happens/VBZ ,/, no/DT crazies/JJ singing/NN ,/, no/DT beggars/NNS ,/, everyone/NN lost/VBN amid/IN the/DT dirt/NN and/CC noise/NN in/IN the/DT safety/NN of/IN their/PRP$ own/JJ thoughts/NNS ./.","case(subway-3, Inside-1) det(subway-3, a-2) nmod:inside(have-6, subway-3) nsubj(have-6, riders-5) root(ROOT-0, have-6) det(ride-9, a-7) amod(ride-9, good-8) dobj(have-6, ride-9) advmod(happens-12, when-10) nsubj(happens-12, nothing-11) acl:relcl(ride-9, happens-12) neg(singing-16, no-14) amod(singing-16, crazies-15) appos(ride-9, singing-16) neg(beggars-19, no-18) appos(singing-16, beggars-19) appos(singing-16, everyone-21) acl(everyone-21, lost-22) case(dirt-25, amid-23) det(dirt-25, the-24) nmod:amid(lost-22, dirt-25) cc(dirt-25, and-26) nmod:amid(lost-22, noise-27) conj:and(dirt-25, noise-27) case(safety-30, in-28) det(safety-30, the-29) nmod:in(dirt-25, safety-30) case(thoughts-34, of-31) nmod:poss(thoughts-34, their-32) amod(thoughts-34, own-33) nmod:of(safety-30, thoughts-34)  ",singing,16,"neg(singing-16, no-14) amod(singing-16, crazies-15) appos(singing-16, beggars-19) appos(singing-16, everyone-21) appos(ride-9, singing-16) ","nothing happens , no crazies singing , no beggars , everyone",NN,['no'],,,,,[],[],[],[],[],[],[],[],[],[],[],[],['crazies'],[],[],[],[],[],"['modified', 'beggars', 'modified', 'everyone', 'modifier', 'ride']",,,singular,,[],[]
"The music and the singing held us ; the dancing held us ; we could marvel at the religious dedication , "" he writes of a religious crusade . ""","The/DT music/NN and/CC the/DT singing/NN held/VBD us/PRP ;/: the/DT dancing/NN held/VBD us/PRP ;/: we/PRP could/MD marvel/VB at/IN the/DT religious/JJ dedication/NN ,/, ''/'' he/PRP writes/VBZ of/IN a/DT religious/JJ crusade/NN ./. ''/''","det(music-2, The-1) nsubj(held-6, music-2) cc(music-2, and-3) det(singing-5, the-4) conj:and(music-2, singing-5) nsubj(held-6, singing-5) root(ROOT-0, held-6) dobj(held-6, us-7) det(dancing-10, the-9) nsubj(held-11, dancing-10) parataxis(held-6, held-11) dobj(held-11, us-12) nsubj(marvel-16, we-14) aux(marvel-16, could-15) parataxis(held-6, marvel-16) case(dedication-20, at-17) det(dedication-20, the-18) amod(dedication-20, religious-19) nmod:at(marvel-16, dedication-20) nsubj(writes-24, he-23) parataxis(held-6, writes-24) case(crusade-28, of-25) det(crusade-28, a-26) amod(crusade-28, religious-27) nmod:of(writes-24, crusade-28)  ",singing,5,"det(singing-5, the-4) conj:and(music-2, singing-5) nsubj(held-6, singing-5) ",The music and the singing held us ; the dancing,NN,[],held,VBD,subject,[],[],[],[],[],[],[],[],[],[],['the'],"[('and', 'music')]",[],[],[],[],[],[],[],[],,,singular,ambiguous,['held'],[]
And so it was with -- old-relief that I put an end to my pleasure in the singing and dancing .,And/CC so/RB it/PRP was/VBD with/IN --/: old-relief/NN that/IN I/PRP put/VBD an/DT end/NN to/TO my/PRP$ pleasure/NN in/IN the/DT singing/NN and/CC dancing/NN ./.,"cc(old-relief-7, And-1) advmod(old-relief-7, so-2) nsubj(old-relief-7, it-3) cop(old-relief-7, was-4) case(old-relief-7, with-5) root(ROOT-0, old-relief-7) mark(put-10, that-8) nsubj(put-10, I-9) dep(old-relief-7, put-10) det(end-12, an-11) dobj(put-10, end-12) case(pleasure-15, to-13) nmod:poss(pleasure-15, my-14) nmod:to(put-10, pleasure-15) case(singing-18, in-16) det(singing-18, the-17) nmod:in(put-10, singing-18) cc(singing-18, and-19) nmod:in(put-10, dancing-20) conj:and(singing-18, dancing-20)  ",singing,18,"case(singing-18, in-16) det(singing-18, the-17) cc(singing-18, and-19) conj:and(singing-18, dancing-20) nmod:in(put-10, singing-18) ",to my pleasure in the singing and dancing .,NN,[],,,,,[],[],[],[],[],"[('in', 'put')]",['in'],['put'],[],['the'],"[('and', 'dancing')]",[],[],[],[],[],['in'],[],[],,,singular,,[],[]
"<p> Cross-culturally there are four universal healing salves : singing , dancing , storytelling , and silence .","<p>/NNP Cross-culturally/NNP there/RB are/VBP four/CD universal/JJ healing/NN salves/NNS :/: singing/NN ,/, dancing/NN ,/, storytelling/NN ,/, and/CC silence/NN ./.","compound(Cross-culturally-2, <p>-1) nsubj(salves-8, Cross-culturally-2) advmod(salves-8, there-3) cop(salves-8, are-4) nummod(salves-8, four-5) amod(salves-8, universal-6) compound(salves-8, healing-7) root(ROOT-0, salves-8) dep(salves-8, singing-10) dep(salves-8, dancing-12) conj:and(singing-10, dancing-12) dep(salves-8, storytelling-14) conj:and(singing-10, storytelling-14) cc(singing-10, and-16) dep(salves-8, silence-17) conj:and(singing-10, silence-17)  ",singing,10,"conj:and(singing-10, dancing-12) conj:and(singing-10, storytelling-14) cc(singing-10, and-16) conj:and(singing-10, silence-17) dep(salves-8, singing-10) ","four universal healing salves : singing , dancing , storytelling ,",NN,[],,,,,[],[],[],[],[],[],[],[],[],[],"[('and', 'dancing'), ('and', 'storytelling'), ('and', 'silence')]",[],[],[],[],[],[],[],[],,,singular,,[],[]
The following Navaho chant demonstrates the importance of bringing the voice into the world and the voice 's capacity to expression vision and the creative spirit : PREFORMATTED TABLE <p> One way that all cultures bring voice into the world is through singing .,The/DT following/JJ Navaho/NNP chant/NN demonstrates/VBZ the/DT importance/NN of/IN bringing/VBG the/DT voice/NN into/IN the/DT world/NN and/CC the/DT voice/NN 's/POS capacity/NN to/TO expression/NN vision/NN and/CC the/DT creative/JJ spirit/NN :/: PREFORMATTED/NNP TABLE/NNP <p>/VBP One/CD way/NN that/IN all/DT cultures/NNS bring/VBP voice/NN into/IN the/DT world/NN is/VBZ through/IN singing/NN ./.,"det(chant-4, The-1) amod(chant-4, following-2) compound(chant-4, Navaho-3) nsubj(demonstrates-5, chant-4) root(ROOT-0, demonstrates-5) det(importance-7, the-6) dobj(demonstrates-5, importance-7) mark(bringing-9, of-8) acl(importance-7, bringing-9) det(voice-11, the-10) dobj(bringing-9, voice-11) case(world-14, into-12) det(world-14, the-13) nmod:into(bringing-9, world-14) cc(world-14, and-15) det(voice-17, the-16) nmod:poss(capacity-19, voice-17) case(voice-17, 's-18) nmod:into(bringing-9, capacity-19) conj:and(world-14, capacity-19) case(vision-22, to-20) compound(vision-22, expression-21) nmod:to(bringing-9, vision-22) cc(vision-22, and-23) det(spirit-26, the-24) amod(spirit-26, creative-25) nmod:to(bringing-9, spirit-26) conj:and(vision-22, spirit-26) compound(TABLE-29, PREFORMATTED-28) nsubj(<p>-30, TABLE-29) parataxis(demonstrates-5, <p>-30) nummod(way-32, One-31) nsubj(singing-43, way-32) mark(bring-36, that-33) det(cultures-35, all-34) nsubj(bring-36, cultures-35) dep(way-32, bring-36) dobj(bring-36, voice-37) case(world-40, into-38) det(world-40, the-39) nmod:into(bring-36, world-40) cop(singing-43, is-41) case(singing-43, through-42) ccomp(<p>-30, singing-43)  ",singing,43,"nsubj(singing-43, way-32) cop(singing-43, is-41) case(singing-43, through-42) ccomp(<p>-30, singing-43) ",into the world is through singing .,NN,[],,,,,[],[],[],[],['way'],[],[],[],[],[],[],[],[],[],[],['PREFORMATTED'],['through'],[],[],PREFORMATTED,other,singular,,[],[]
14 <p> Minstrel singing was an integral part of Irish social life .,14/CD <p>/NNP Minstrel/NNP singing/NN was/VBD an/DT integral/JJ part/NN of/IN Irish/JJ social/JJ life/NN ./.,"nummod(singing-4, 14-1) compound(singing-4, <p>-2) compound(singing-4, Minstrel-3) nsubj(part-8, singing-4) cop(part-8, was-5) det(part-8, an-6) amod(part-8, integral-7) root(ROOT-0, part-8) case(life-12, of-9) amod(life-12, Irish-10) amod(life-12, social-11) nmod:of(part-8, life-12)  ",singing,4,"nummod(singing-4, 14-1) compound(singing-4, <p>-2) compound(singing-4, Minstrel-3) nsubj(part-8, singing-4) ",14 <p> Minstrel singing was an integral part of,NN,[],was,VBD,subject,[],[],[],[],[],[],[],[],[],[],[],[],['Minstrel'],[],[],[],['14'],[],[],[],14,other,singular,ambiguous,['part'],[]
"While the teaching of the Tlingit language has had a rather limited success , 8 traditional carving , beadwork and other visual arts , as well as singing and dancing have experienced a significant revival .","While/IN the/DT teaching/NN of/IN the/DT Tlingit/NNP language/NN has/VBZ had/VBN a/DT rather/RB limited/JJ success/NN ,/, 8/CD traditional/JJ carving/NNS ,/, beadwork/NN and/CC other/JJ visual/JJ arts/NNS ,/, as/RB well/RB as/IN singing/NN and/CC dancing/NN have/VBP experienced/VBN a/DT significant/JJ revival/NN ./.","mark(had-9, While-1) det(teaching-3, the-2) nsubj(had-9, teaching-3) case(language-7, of-4) det(language-7, the-5) compound(language-7, Tlingit-6) nmod:of(teaching-3, language-7) aux(had-9, has-8) advcl(experienced-32, had-9) det(success-13, a-10) advmod(limited-12, rather-11) amod(success-13, limited-12) dobj(had-9, success-13) nummod(carving-17, 8-15) amod(carving-17, traditional-16) nsubj(experienced-32, carving-17) conj:and(carving-17, beadwork-19) nsubj(experienced-32, beadwork-19) cc(carving-17, and-20) amod(arts-23, other-21) amod(arts-23, visual-22) conj:and(carving-17, arts-23) nsubj(experienced-32, arts-23) cc(carving-17, as-25) mwe(as-25, well-26) mwe(as-25, as-27) conj:and(carving-17, singing-28) nsubj(experienced-32, singing-28) cc(singing-28, and-29) conj:and(carving-17, dancing-30) conj:and(singing-28, dancing-30) aux(experienced-32, have-31) root(ROOT-0, experienced-32) det(revival-35, a-33) amod(revival-35, significant-34) dobj(experienced-32, revival-35)  ",singing,28,"cc(singing-28, and-29) conj:and(singing-28, dancing-30) conj:and(carving-17, singing-28) nsubj(experienced-32, singing-28) ","arts , as well as singing and dancing have experienced a",NN,[],experienced,VBN,subject,[],[],[],[],[],[],[],[],[],[],[],"[('and', 'dancing'), ('and', 'carving')]",[],[],[],[],[],[],[],[],,,singular,ambiguous,['experienced'],[]
